Timestamp,Open,High,Low,Close,Volume
2024-12-13 19:55:00,248.03,248.06,248.0,248.03,2534
2024-12-13 19:50:00,248.13,248.13,248.0,248.03,1042
2024-12-13 19:45:00,247.82,248.13,247.81,248.01,8455
2024-12-13 19:40:00,247.79,247.85,247.77,247.82,538
2024-12-13 19:35:00,247.785,247.81,247.77,247.785,1216
2024-12-13 19:30:00,247.785,247.82,247.77,247.78,159
2024-12-13 19:25:00,247.8,247.8,247.78,247.78,285
2024-12-13 19:20:00,247.83,247.87,247.77,247.785,931
2024-12-13 19:15:00,247.815,247.87,247.79,247.83,185
2024-12-13 19:10:00,247.815,247.84,247.79,247.79,92
2024-12-13 19:05:00,247.805,247.84,247.7813,247.84,296
2024-12-13 19:00:00,247.775,247.79,247.75,247.77,1549
2024-12-13 18:55:00,247.795,247.8,247.75,247.775,510
2024-12-13 18:50:00,247.76,247.83,247.75,247.76,493
2024-12-13 18:45:00,247.795,247.83,247.75,247.79,227
2024-12-13 18:40:00,247.8,247.84,247.76,247.7612,326
2024-12-13 18:35:00,247.81,247.87,247.76,247.84,1658
2024-12-13 18:30:00,247.8,247.87,247.73,247.82,404
2024-12-13 18:25:00,247.87,247.87,247.75,247.85,1076
2024-12-13 18:20:00,247.81,247.9,247.75,247.87,855
2024-12-13 18:15:00,247.81,247.89,247.73,247.89,296
2024-12-13 18:10:00,247.865,248.0,247.73,247.81,171
2024-12-13 18:05:00,247.87,248.0,247.73,247.77,510
2024-12-13 18:00:00,247.79,247.95,247.73,247.875,375
2024-12-13 17:55:00,247.9076,247.9076,247.73,247.73,1042
2024-12-13 17:50:00,247.89,247.95,247.83,247.87,899
2024-12-13 17:45:00,247.89,248.13,247.83,247.94,110486
2024-12-13 17:40:00,248.02,248.03,247.83,247.89,603
2024-12-13 17:35:00,248.0,248.05,247.95,248.03,270
2024-12-13 17:30:00,247.8,248.05,247.73,248.05,7832
2024-12-13 17:25:00,247.7,247.75,247.63,247.75,3474
2024-12-13 17:20:00,247.75,247.75,247.63,247.63,1077
2024-12-13 17:15:00,247.77,247.78,247.6312,247.75,308
2024-12-13 17:10:00,247.75,247.8,247.63,247.8,919
2024-12-13 17:05:00,247.6,247.8,247.6,247.76,814
2024-12-13 17:00:00,247.65,248.13,247.6,247.7,890144
2024-12-13 16:55:00,247.63,248.13,230.3802,247.67,12674
2024-12-13 16:50:00,247.65,247.75,230.3802,247.575,1209
2024-12-13 16:45:00,247.74,248.13,247.51,247.69,9256
2024-12-13 16:40:00,247.83,247.83,247.51,247.75,1327
2024-12-13 16:35:00,247.6043,247.83,247.51,247.67,1335
2024-12-13 16:30:00,247.7487,247.83,247.5062,247.67,4374
2024-12-13 16:25:00,247.9,248.0,247.5,247.68,13198
2024-12-13 16:20:00,248.13,248.13,247.9,247.9,61984
2024-12-13 16:15:00,248.13,248.13,248.0,248.0,4079
2024-12-13 16:10:00,248.07,248.15,248.01,248.05,2814
2024-12-13 16:05:00,247.85,248.28,247.85,248.03,1500476
2024-12-13 16:00:00,248.1,248.21,243.04,247.95,14028145
2024-12-13 15:55:00,248.16,248.29,247.89,248.11,970681
2024-12-13 15:50:00,248.25,248.26,247.92,248.15,568411
2024-12-13 15:45:00,248.07,248.2987,248.07,248.27,233864
2024-12-13 15:40:00,248.2371,248.2498,247.95,248.06,221738
2024-12-13 15:35:00,248.025,248.28,248.0,248.2201,265372
2024-12-13 15:30:00,248.02,248.0382,247.94,248.0224,190493
2024-12-13 15:25:00,247.93,248.1,247.925,248.02,214736
2024-12-13 15:20:00,248.06,248.1,247.78,247.93,211929
2024-12-13 15:15:00,247.95,248.07,247.87,248.05,274265
2024-12-13 15:10:00,247.895,247.99,247.87,247.9599,127609
2024-12-13 15:05:00,247.875,247.97,247.82,247.89,233893
2024-12-13 15:00:00,247.87,247.928,247.83,247.88,147108
2024-12-13 14:55:00,247.92,247.97,247.73,247.87,169007
2024-12-13 14:50:00,247.71,247.94,247.67,247.93,196928
2024-12-13 14:45:00,247.825,247.84,247.64,247.71,484493
2024-12-13 14:40:00,247.86,247.91,247.805,247.825,112527
2024-12-13 14:35:00,247.98,248.02,247.81,247.87,128786
2024-12-13 14:30:00,247.91,248.03,247.88,247.99,171822
2024-12-13 14:25:00,247.8,247.94,247.76,247.91,123811
2024-12-13 14:20:00,247.725,247.8299,247.64,247.7818,111283
2024-12-13 14:15:00,247.615,247.75,247.6101,247.7281,156237
2024-12-13 14:10:00,247.94,247.94,247.58,247.62,178966
2024-12-13 14:05:00,247.92,248.015,247.8401,247.94,197795
2024-12-13 14:00:00,247.845,247.915,247.645,247.91,259619
2024-12-13 13:55:00,247.785,247.88,247.6501,247.85,144118
2024-12-13 13:50:00,247.77,247.8,247.58,247.7889,184915
2024-12-13 13:45:00,247.59,247.77,247.57,247.7699,142981
2024-12-13 13:40:00,247.4991,247.63,247.43,247.5965,305750
2024-12-13 13:35:00,247.27,247.5399,247.255,247.49,182097
2024-12-13 13:30:00,247.18,247.3199,247.1601,247.2788,148204
2024-12-13 13:25:00,246.87,247.26,246.78,247.19,175993
2024-12-13 13:20:00,246.9001,246.94,246.84,246.87,163916
2024-12-13 13:15:00,246.75,246.98,246.7202,246.905,177225
2024-12-13 13:10:00,246.81,246.85,246.69,246.7676,392384
2024-12-13 13:05:00,246.83,246.88,246.72,246.8,113181
2024-12-13 13:00:00,246.585,246.9,246.56,246.84,129795
2024-12-13 12:55:00,246.6735,246.71,246.47,246.58,117963
2024-12-13 12:50:00,246.77,246.77,246.5801,246.68,129151
2024-12-13 12:45:00,246.605,246.78,246.605,246.765,506169
2024-12-13 12:40:00,246.745,246.745,246.58,246.609,159026
2024-12-13 12:35:00,246.66,246.88,246.51,246.7401,217611
2024-12-13 12:30:00,246.47,246.6698,246.34,246.65,146445
2024-12-13 12:25:00,246.56,246.59,246.3908,246.46,141513
2024-12-13 12:20:00,246.3901,246.59,246.32,246.56,232573
2024-12-13 12:15:00,246.355,246.4299,246.24,246.41,148044
2024-12-13 12:10:00,246.4,246.71,246.33,246.355,194290
2024-12-13 12:05:00,246.53,246.59,246.34,246.38,224529
2024-12-13 12:00:00,246.71,246.73,246.52,246.5201,161197
