Timestamp,Open,High,Low,Close,Volume
2024-12-20 19:55:00,437.24,437.35,437.1,437.35,1467
2024-12-20 19:50:00,436.6,437.35,436.6,437.11,9049
2024-12-20 19:45:00,437.03,437.28,436.71,437.045,153
2024-12-20 19:40:00,436.85,437.35,436.83,437.03,1670
2024-12-20 19:35:00,436.855,437.0,436.6,436.855,1039
2024-12-20 19:30:00,436.88,437.07,436.71,436.855,267
2024-12-20 19:25:00,437.25,437.342,436.71,436.95,829
2024-12-20 19:20:00,437.08,437.35,437.08,437.21,416
2024-12-20 19:15:00,437.0,437.35,436.71,437.1082,1390
2024-12-20 19:10:00,437.01,437.35,437.0,437.0,826
2024-12-20 19:05:00,437.0,437.175,436.95,437.1,1530
2024-12-20 19:00:00,437.0,437.29,436.95,437.0,841
2024-12-20 18:55:00,437.2,437.52,436.95,437.0492,360
2024-12-20 18:50:00,436.985,437.52,436.71,437.2,1162
2024-12-20 18:45:00,436.93,437.52,436.92,436.985,719
2024-12-20 18:40:00,437.22,437.5,436.92,436.92,514
2024-12-20 18:35:00,436.9,437.22,436.9,437.22,709
2024-12-20 18:30:00,437.05,437.17,436.6,436.9,2008
2024-12-20 18:25:00,437.453,437.5,436.81,437.05,1837
2024-12-20 18:20:00,437.35,437.35,437.06,437.26,593
2024-12-20 18:15:00,437.41,437.45,437.0,437.2,317
2024-12-20 18:10:00,437.05,437.5,437.0,437.225,1761
2024-12-20 18:05:00,437.17,437.2,437.0,437.05,602
2024-12-20 18:00:00,436.79,437.39,436.7,437.34,2303
2024-12-20 17:55:00,436.005,436.89,435.995,436.7,1035
2024-12-20 17:50:00,436.15,436.6,435.8,436.18,9033856
2024-12-20 17:45:00,436.0,436.15,435.8,436.1494,2242
2024-12-20 17:40:00,436.6,436.6,435.6,435.945,434615
2024-12-20 17:35:00,435.95,436.2,435.33,435.765,807
2024-12-20 17:30:00,436.0,436.38,435.7125,436.0,787
2024-12-20 17:25:00,435.5,436.0,435.4135,435.8,1142
2024-12-20 17:20:00,435.34,436.6,435.1,435.49,532366
2024-12-20 17:15:00,435.94,435.94,409.7972,435.3,3133
2024-12-20 17:10:00,435.89,436.6,409.7972,424.023,19724
2024-12-20 17:05:00,435.755,436.0,417.4114,435.8,333
2024-12-20 17:00:00,435.56,436.02,408.85,435.92,3423
2024-12-20 16:55:00,435.6,435.99,435.51,435.72,1252
2024-12-20 16:50:00,435.5,435.98,435.5,435.61,616
2024-12-20 16:45:00,435.86,435.9788,435.5,435.58,4687
2024-12-20 16:40:00,435.79,435.99,435.6,435.85,1902
2024-12-20 16:35:00,435.59,436.6,435.26,435.79,38178
2024-12-20 16:30:00,435.8499,436.6,435.1,435.59,10758
2024-12-20 16:25:00,436.1,436.345,435.8,435.84,13009
2024-12-20 16:20:00,436.6,436.6,435.8,436.145,50755
2024-12-20 16:15:00,435.9,437.1286,435.8,435.99,31097
2024-12-20 16:10:00,436.05,436.7092,417.965,435.82,3038113
2024-12-20 16:05:00,437.75,437.8,436.0,436.6,4511305
2024-12-20 16:00:00,437.01,438.18,435.75,437.67,39565847
